Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
10000.00,2013-01-02,debt_consolidation,572,27.64%,967xx,HI,< 1 year,0
5000.00,2013-01-02,debt_consolidation,655,9.46%,245xx,VA,< 1 year,0
35000.00,2013-01-02,House Payoff,698,30.66%,920xx,CA,10+ years,0
35000.00,2013-01-02,small_business,691,43.62%,170xx,PA,< 1 year,0
3000.00,2013-01-02,other,612,3.5%,902xx,CA,< 1 year,0
4000.00,2013-01-02,debt_consolidation,589,17.08%,920xx,CA,< 1 year,0
1000.00,2013-01-02,renewable_energy,493,6.56%,770xx,TX,< 1 year,0
2500.00,2013-01-02,other,601,43.4%,207xx,MD,< 1 year,0
20000.00,2013-01-02,home_improvement,,-1%,952xx,CA,< 1 year,0
35000.00,2013-01-02,Debt Consolidation,678,12.83%,636xx,MO,10+ years,0
30000.00,2013-01-02,debt_consolidation,626,8.85%,902xx,CA,< 1 year,0
35000.00,2013-01-02,other,536,12.8%,452xx,OH,< 1 year,0
20000.00,2013-01-02,small_business,641,2.93%,945xx,CA,< 1 year,0
10000.00,2013-01-02,credit_card,614,13.18%,904xx,CA,< 1 year,0
12000.00,2013-01-02,major_purchase,0,0%,124xx,NY,< 1 year,0
20000.00,2013-01-02,credit_card,519,0%,113xx,NY,< 1 year,0
12000.00,2013-01-02,debt_consolidation,684,19.39%,774xx,TX,< 1 year,0
30000.00,2013-01-02,debt_consolidation,656,22.63%,729xx,AR,< 1 year,0
2000.00,2013-01-02,debt_consolidation,489,0.27%,073xx,NJ,< 1 year,0
1900.00,2013-01-02,wedding,0,0%,335xx,FL,< 1 year,0
10000.00,2013-01-02,small_business,815,3.84%,331xx,FL,< 1 year,0
3000.00,2013-01-02,debt_consolidation,591,24.88%,197xx,DE,< 1 year,0
10000.00,2013-01-02,Get out of Credit Card Debt,689,6.8%,919xx,CA,< 1 year,0
15000.00,2013-01-02,major_purchase,518,0.45%,945xx,CA,< 1 year,0
16000.00,2013-01-02,debt_consolidation,553,7.81%,782xx,TX,< 1 year,0
35000.00,2013-01-02,debt_consolidation,652,17.73%,923xx,CA,< 1 year,0
1500.00,2013-01-02,car,600,13.92%,021xx,MA,< 1 year,0
10000.00,2013-01-02,debt_consolidation,659,22.47%,928xx,CA,< 1 year,0
10000.00,2013-01-02,debt_consolidation,607,26.01%,283xx,NC,< 1 year,0
2000.00,2013-01-02,home_improvement,626,28.51%,840xx,UT,< 1 year,0
10000.00,2013-01-02,other,643,1.54%,750xx,TX,< 1 year,0
15000.00,2013-01-02,credit_card,660,15.75%,660xx,KS,< 1 year,0
2500.00,2013-01-02,debt_consolidation,600,5.93%,301xx,GA,< 1 year,0
30000.00,2013-01-02,major_purchase,555,18.63%,224xx,VA,< 1 year,0
1500.00,2013-01-02,debt_consolidation,732,69.68%,800xx,CO,< 1 year,0
7000.00,2013-01-02,home_improvement,704,42.58%,985xx,WA,< 1 year,0
14000.00,2013-01-02,debt_consolidation,655,13.44%,651xx,MO,< 1 year,0
27000.00,2013-01-02,debt_consolidation,652,18.64%,750xx,TX,< 1 year,0
35000.00,2013-01-02,Debt consolidation,687,15.33%,853xx,AZ,6 years,0
5000.00,2013-01-02,debt_consolidation,639,3.9%,337xx,FL,< 1 year,0
10000.00,2013-01-02,debt_consolidation,700,31.77%,913xx,CA,< 1 year,0
12000.00,2013-01-02,other,653,5.93%,920xx,CA,< 1 year,0
2000.00,2013-01-02,other,590,15.45%,856xx,AZ,< 1 year,0
14000.00,2013-01-02,debt_consolidation,587,17.8%,941xx,CA,< 1 year,0
12000.00,2013-01-02,debt_consolidation,597,15.44%,179xx,PA,< 1 year,0
8000.00,2013-01-02,consolidation,665,3.66%,531xx,WI,8 years,0
25000.00,2013-01-02,refi,662,14.14%,986xx,WA,3 years,0
6000.00,2013-01-02,debt_consolidation,629,13.55%,464xx,IN,< 1 year,0
15000.00,2013-01-02,car,525,14.84%,209xx,MD,< 1 year,0
1000.00,2013-01-02,moving,0,0%,212xx,MD,< 1 year,0
10000.00,2013-01-02,credit card payoff,675,18.98%,739xx,OK,5 years,0
15000.00,2013-01-02,debt_consolidation,656,60.41%,712xx,LA,< 1 year,0
12000.00,2013-01-02,debt_consolidation,637,25.36%,156xx,PA,< 1 year,0
15425.00,2013-01-02,debt_consolidation,745,18.48%,913xx,CA,< 1 year,0
10000.00,2013-01-02,major_purchase,551,0.51%,138xx,NY,< 1 year,0
20000.00,2013-01-02,home_improvement,700,18.68%,853xx,AZ,< 1 year,0
1000.00,2013-01-02,vacation,538,60.9%,352xx,AL,< 1 year,0
14000.00,2013-01-02,debt_consolidation,667,34.47%,802xx,CO,< 1 year,0
30000.00,2013-01-02,major_purchase,729,15.67%,945xx,CA,< 1 year,0
35000.00,2013-01-02,credit_card,583,6.15%,967xx,HI,< 1 year,0
5950.00,2013-01-02,credit_card,640,11.88%,441xx,OH,< 1 year,0
10000.00,2013-01-02,debt_consolidation,662,32.66%,420xx,KY,< 1 year,0
30000.00,2013-01-02,major_purchase,664,32.99%,945xx,CA,< 1 year,0
4000.00,2013-01-02,wedding,613,5.12%,551xx,MN,< 1 year,0
35000.00,2013-01-02,debt_consolidation,580,23.48%,967xx,HI,< 1 year,0
2000.00,2013-01-02,car,546,0%,590xx,MT,< 1 year,0
5000.00,2013-01-02,other,622,7.69%,933xx,CA,< 1 year,0
20000.00,2013-01-02,debt_consolidation,661,30.29%,925xx,CA,< 1 year,0
10000.00,2013-01-02,other,562,17.81%,630xx,MO,< 1 year,0
10000.00,2013-01-02,home_improvement,689,37.58%,750xx,TX,< 1 year,0
2000.00,2013-01-02,moving,626,94.18%,731xx,OK,< 1 year,0
20000.00,2013-01-02,debt_consolidation,650,25.07%,780xx,TX,< 1 year,0
4000.00,2013-01-02,other,567,12.45%,331xx,FL,< 1 year,0
20000.00,2013-01-02,debt_consolidation,704,53.69%,158xx,PA,6 years,0
1000.00,2013-01-02,other,578,25.04%,776xx,TX,< 1 year,0
4000.00,2013-01-02,other,515,5.08%,331xx,FL,< 1 year,0
10000.00,2013-01-02,debt_consolidation,611,32.37%,786xx,TX,< 1 year,0
6000.00,2013-01-02,small_business,540,13.72%,774xx,TX,< 1 year,0
8000.00,2013-01-02,loan 1,695,34.44%,761xx,TX,4 years,0
4000.00,2013-01-02,small_business,603,1.91%,448xx,OH,< 1 year,0
2000.00,2013-01-02,other,0,4%,531xx,WI,< 1 year,0
9000.00,2013-01-02,home_improvement,714,0.49%,071xx,NJ,< 1 year,0
19000.00,2013-01-02,car,630,16.56%,852xx,AZ,< 1 year,0
30875.00,2013-01-02,debt_consolidation,665,29.22%,801xx,CO,< 1 year,0
16000.00,2013-01-02,debt_consolidation,641,10.11%,910xx,CA,< 1 year,0
5000.00,2013-01-02,debt_consolidation,666,5.98%,989xx,WA,< 1 year,0
10000.00,2013-01-02,Credit card refinancing,671,9.88%,921xx,CA,2 years,0
1000.00,2013-01-02,credit_card,624,3.57%,088xx,NJ,< 1 year,0
15000.00,2013-01-02,debt_consolidation,646,13.14%,945xx,CA,10+ years,0
1500.00,2013-01-02,other,664,21.51%,757xx,TX,< 1 year,0
5000.00,2013-01-02,home_improvement,0,0%,323xx,FL,< 1 year,0
2000.00,2013-01-02,debt_consolidation,651,15.45%,852xx,AZ,< 1 year,0
1000.00,2013-01-02,other,0,0%,247xx,WV,< 1 year,0
15000.00,2013-01-02,small_business,725,1.47%,100xx,NY,< 1 year,0
1000.00,2013-01-02,other,0,0%,761xx,TX,< 1 year,0
2000.00,2013-01-02,home_improvement,612,10.95%,891xx,NV,< 1 year,0
1000.00,2013-01-02,medical,653,1.23%,207xx,MD,< 1 year,0
14300.00,2013-01-02,credit_card,645,33.71%,900xx,CA,< 1 year,0
5000.00,2013-01-02,other,461,56.38%,809xx,CO,< 1 year,0
25000.00,2013-01-02,debt_consolidation,612,10.68%,443xx,OH,< 1 year,0
15000.00,2013-01-02,Business,682,7.78%,970xx,OR,10+ years,0
7000.00,2013-01-03,debt_consolidation,590,41.88%,923xx,CA,< 1 year,0
2000.00,2013-01-03,medical,685,41.34%,929xx,CA,< 1 year,0
3000.00,2013-01-03,debt_consolidation,551,16.87%,951xx,CA,< 1 year,0
35000.00,2013-01-03,small_business,592,0.97%,941xx,CA,< 1 year,0
5000.00,2013-01-03,small_business,465,23.81%,907xx,CA,< 1 year,0
1500.00,2013-01-03,other,512,14.36%,352xx,AL,< 1 year,0
15000.00,2013-01-03,debt_consolidation,643,50.83%,782xx,TX,< 1 year,0
17000.00,2013-01-03,credit_card,591,44.91%,272xx,NC,< 1 year,0
10000.00,2013-01-03,CONSOLIDATE,705,29.98%,903xx,CA,1 year,0
1000.00,2013-01-03,other,652,80.86%,645xx,MO,< 1 year,0
4000.00,2013-01-03,debt_consolidation,643,22.51%,553xx,MN,< 1 year,0
2500.00,2013-01-03,medical,620,31.13%,207xx,MD,< 1 year,0
1000.00,2013-01-03,other,665,42.6%,645xx,MO,< 1 year,0
2000.00,2013-01-03,other,605,1.04%,900xx,CA,< 1 year,0
15000.00,2013-01-03,debt_consolidation,587,26.75%,850xx,AZ,< 1 year,0
6000.00,2013-01-03,debt_consolidation,534,14.04%,609xx,IL,< 1 year,0
2175.00,2013-01-03,major_purchase,651,46.72%,780xx,TX,< 1 year,0
2000.00,2013-01-03,car,632,39.93%,945xx,CA,< 1 year,0
3000.00,2013-01-03,credit_card,651,20.87%,946xx,CA,< 1 year,0
30000.00,2013-01-03,other,703,22%,462xx,IN,1 year,0
5000.00,2013-01-03,wedding,623,2.05%,330xx,FL,< 1 year,0
25000.00,2013-01-03,other,615,3%,871xx,NM,4 years,0
12000.00,2013-01-03,Credit card refinance loan,686,20.86%,453xx,OH,10+ years,0
1000.00,2013-01-03,other,555,11.4%,574xx,SD,< 1 year,0
15000.00,2013-01-03,credit_card,724,13.05%,021xx,MA,< 1 year,0
3000.00,2013-01-03,debt_consolidation,640,18.77%,114xx,NY,< 1 year,0
3000.00,2013-01-03,debt_consolidation,503,3.24%,441xx,OH,< 1 year,0
1000.00,2013-01-03,medical,499,3.51%,339xx,FL,< 1 year,0
13000.00,2013-01-03,debt_consolidation,636,13.92%,060xx,CT,< 1 year,0
2000.00,2013-01-03,debt_consolidation,655,38.28%,475xx,IN,< 1 year,0
5000.00,2013-01-03,debt_consolidation,580,2.44%,926xx,CA,< 1 year,0
10000.00,2013-01-03,credit_card,671,25.38%,480xx,MI,< 1 year,0
2500.00,2013-01-03,medical,650,8.15%,296xx,SC,< 1 year,0
2500.00,2013-01-03,medical,817,42.77%,750xx,TX,< 1 year,0
2000.00,2013-01-03,car,476,9.58%,331xx,FL,< 1 year,0
2500.00,2013-01-03,medical,0,0%,296xx,SC,< 1 year,0
2000.00,2013-01-03,moving,529,5.84%,152xx,PA,< 1 year,0
3500.00,2013-01-03,debt_consolidation,644,25.87%,282xx,NC,< 1 year,0
15000.00,2013-01-03,other,614,11.69%,334xx,FL,< 1 year,0
5000.00,2013-01-03,medical,539,16.56%,346xx,FL,< 1 year,0
15000.00,2013-01-03,debt_consolidation,672,49.74%,890xx,NV,< 1 year,0
11700.00,2013-01-03,debt_consolidation,670,16.43%,088xx,NJ,< 1 year,0
1500.00,2013-01-03,other,490,1.5%,791xx,TX,< 1 year,0
8000.00,2013-01-03,other,717,7.63%,018xx,MA,8 years,0
6000.00,2013-01-03,credit_card,651,8.94%,351xx,AL,< 1 year,0
30000.00,2013-01-03,only one bill now,671,15.11%,456xx,OH,n/a,0
1000.00,2013-01-03,moving,0,0%,322xx,FL,< 1 year,0
20000.00,2013-01-03,Debt consolidation,684,18.02%,100xx,NY,10+ years,0
35000.00,2013-01-03,other,631,21.7%,292xx,SC,< 1 year,0
10000.00,2013-01-03,wedding,674,53.42%,440xx,OH,< 1 year,0
5225.00,2013-01-03,debt_consolidation,656,5.8%,027xx,MA,< 1 year,0
15000.00,2013-01-03,debt_consolidation,694,60.84%,368xx,AL,< 1 year,0
5000.00,2013-01-03,debt_consolidation,533,14.52%,191xx,PA,< 1 year,0
35000.00,2013-01-03,home_improvement,607,10.05%,132xx,NY,< 1 year,0
24000.00,2013-01-03,refinance,684,23.59%,283xx,NC,10+ years,0
10000.00,2013-01-03,wedding,662,26.01%,301xx,GA,< 1 year,0
35000.00,2013-01-03,debt_consolidation,634,12.57%,640xx,MO,< 1 year,0
9000.00,2013-01-03,debt_consolidation,653,7.32%,481xx,MI,< 1 year,0
10000.00,2013-01-03,other,631,23.96%,100xx,NY,< 1 year,0
3000.00,2013-01-03,medical,680,15.75%,021xx,MA,< 1 year,0
35000.00,2013-01-03,moving,610,1.58%,980xx,WA,< 1 year,0
30000.00,2013-01-03,debt_consolidation,659,22.47%,320xx,FL,< 1 year,0
1000.00,2013-01-03,credit_card,618,0.9%,853xx,AZ,< 1 year,0
20000.00,2013-01-03,debt_consolidation,604,12.12%,751xx,TX,< 1 year,0
4500.00,2013-01-03,home_improvement,615,0%,121xx,NY,< 1 year,0
10000.00,2013-01-03,debt_consolidation,618,26.25%,217xx,MD,< 1 year,0
35000.00,2013-01-03,credit card payoff,698,26.25%,294xx,SC,2 years,0
5000.00,2013-01-03,major_purchase,687,1.3%,442xx,OH,< 1 year,0
32000.00,2013-01-03,debt_consolidation,683,18.02%,995xx,AK,< 1 year,0
25000.00,2013-01-03,credit_card,,-1%,223xx,VA,< 1 year,0
30000.00,2013-01-03,other,0,0%,995xx,AK,< 1 year,0
5000.00,2013-01-03,debt_consolidation,627,13.65%,061xx,CT,< 1 year,0
30000.00,2013-01-03,credit_card,686,39.14%,330xx,FL,< 1 year,0
3000.00,2013-01-03,debt_consolidation,667,45.4%,606xx,IL,< 1 year,0
15000.00,2013-01-03,20% of pool installation cost,766,24.12%,704xx,LA,4 years,0
8000.00,2013-01-03,car,628,23.08%,325xx,FL,< 1 year,0
20000.00,2013-01-03,house,0,0%,327xx,FL,< 1 year,0
10000.00,2013-01-03,small_business,789,35.3%,982xx,WA,< 1 year,0
1500.00,2013-01-03,vacation loan,758,25.44%,255xx,WV,< 1 year,0
25000.00,2013-01-03,debt_consolidation,643,21.89%,229xx,VA,< 1 year,0
25000.00,2013-01-03,credit_card,658,23.86%,105xx,NY,< 1 year,0
10000.00,2013-01-03,home_improvement,0,0%,212xx,MD,< 1 year,0
6000.00,2013-01-03,home_improvement,704,37.05%,342xx,FL,< 1 year,0
10000.00,2013-01-03,debt_consolidation,658,27.59%,335xx,FL,< 1 year,0
5000.00,2013-01-03,debt_consolidation,665,26.62%,630xx,MO,< 1 year,0
4000.00,2013-01-03,other,594,0.41%,959xx,CA,< 1 year,0
25000.00,2013-01-03,debt_consolidation,795,36.38%,240xx,VA,< 1 year,0
15000.00,2013-01-03,debt_consolidation,652,17.14%,454xx,OH,< 1 year,0
20000.00,2013-01-03,credit_card,650,12.72%,241xx,VA,< 1 year,0
20000.00,2013-01-03,credit card refinance,670,9.95%,116xx,NY,10+ years,0
2175.00,2013-01-03,major_purchase,671,58.37%,851xx,AZ,< 1 year,0
8000.00,2013-01-03,other,481,27.57%,104xx,NY,< 1 year,0
20000.00,2013-01-03,debt_consolidation,654,20.19%,853xx,AZ,< 1 year,0
4000.00,2013-01-03,debt_consolidation,552,15.56%,240xx,VA,< 1 year,0
15000.00,2013-01-03,Debt consolidation,689,30.41%,809xx,CO,< 1 year,0
20000.00,2013-01-03,debt_consolidation,650,4.26%,922xx,CA,< 1 year,0
5000.00,2013-01-03,moving,634,4.86%,334xx,FL,< 1 year,0
25000.00,2013-01-03,debt_consolidation,703,67.79%,019xx,MA,< 1 year,0
20000.00,2013-01-03,debt_consolidation,616,12.6%,405xx,KY,< 1 year,0
10000.00,2013-01-03,home_improvement,710,15.11%,063xx,CO,< 1 year,0
12000.00,2013-01-03,home_improvement,626,3.74%,452xx,OH,4 years,0
15000.00,2013-01-03,wedding,711,8.61%,339xx,FL,< 1 year,0
6000.00,2013-01-03,credit_card,605,33.11%,443xx,OH,< 1 year,0
2000.00,2013-01-03,other,559,19.2%,782xx,TX,< 1 year,0
2500.00,2013-01-03,debt_consolidation,0,0%,210xx,MD,3 years,0
20000.00,2013-01-03,small_business,612,16.9%,638xx,MO,< 1 year,0
8000.00,2013-01-03,small_business,455,0.56%,461xx,IN,< 1 year,0
3500.00,2013-01-03,debt_consolidation,636,3.91%,028xx,RI,< 1 year,0
15000.00,2013-01-03,debt_consolidation,749,15.14%,184xx,PA,< 1 year,0
10000.00,2013-01-03,credit_card,658,24.26%,331xx,FL,< 1 year,0
32000.00,2013-01-03,other,640,7.11%,283xx,NC,< 1 year,0
5000.00,2013-01-03,moving,491,0%,063xx,CT,< 1 year,0
35000.00,2013-01-03,moving,655,17.41%,737xx,OK,< 1 year,0
35000.00,2013-01-03,credit_card,654,16.71%,155xx,PA,< 1 year,0
5000.00,2013-01-03,major_purchase,527,9.74%,923xx,CA,< 1 year,0
15000.00,2013-01-03,debt_consolidation,649,14.7%,707xx,LA,< 1 year,0
20000.00,2013-01-03,debt_consolidation,716,26.58%,083xx,NJ,< 1 year,0
1000.00,2013-01-03,other,586,14.64%,767xx,TX,< 1 year,0
4000.00,2013-01-03,debt_consolidation,644,36.02%,197xx,DE,< 1 year,0
1000.00,2013-01-03,debt_consolidation,0,0%,303xx,GA,< 1 year,0
10000.00,2013-01-03,debt_consolidation,680,68.45%,786xx,TX,< 1 year,0
20000.00,2013-01-03,major_purchase,647,15.57%,063xx,CT,< 1 year,0
1000.00,2013-01-03,vacation,465,15.61%,207xx,MD,< 1 year,0
35000.00,2013-01-03,Debt consolidation,714,26.91%,293xx,SC,10+ years,0
10000.00,2013-01-03,debt_consolidation,652,9.8%,402xx,KY,< 1 year,0
5000.00,2013-01-03,other,614,12.33%,346xx,FL,< 1 year,0
2000.00,2013-01-03,other,624,25.44%,259xx,WV,< 1 year,0
1000.00,2013-01-03,debt_consolidation,494,4.08%,366xx,AL,< 1 year,0
30000.00,2013-01-03,other,703,35%,287xx,NC,8 years,0
5000.00,2013-01-03,home_improvement,543,0.48%,064xx,CT,< 1 year,0
2000.00,2013-01-03,house,549,35.05%,341xx,FL,< 1 year,0
5000.00,2013-01-03,other,477,0%,300xx,GA,< 1 year,0
10000.00,2013-01-03,car,494,150%,073xx,NJ,< 1 year,0
35000.00,2013-01-03,debt_consolidation,655,20.76%,163xx,PA,< 1 year,0
20000.00,2013-01-03,debt_consolidation,625,29.61%,932xx,CA,< 1 year,0
35000.00,2013-01-03,other,602,0%,207xx,MA,< 1 year,0
35000.00,2013-01-03,debt_consolidation,642,26.39%,117xx,NY,< 1 year,0
15000.00,2013-01-03,consolidate,665,20.6%,433xx,OH,10+ years,0
25000.00,2013-01-03,debt_consolidation,668,137.27%,440xx,OH,< 1 year,0
7000.00,2013-01-03,house,,-1%,061xx,CT,< 1 year,0
5500.00,2013-01-03,wedding,717,19.12%,031xx,NH,< 1 year,0
8200.00,2013-01-03,debt_consolidation,659,4.3%,028xx,RI,10+ years,0
2000.00,2013-01-03,debt_consolidation,589,9.22%,328xx,FL,< 1 year,0
20000.00,2013-01-03,debt_consolidation,650,21.24%,462xx,IN,< 1 year,0
35000.00,2013-01-03,vacation,,-1%,301xx,GA,< 1 year,0
25000.00,2013-01-03,debt_consolidation,679,31.46%,060xx,CT,< 1 year,0
20000.00,2013-01-03,Debt consolidation,672,20.28%,339xx,FL,n/a,0
1000.00,2013-01-03,debt_consolidation,517,46.96%,339xx,FL,< 1 year,0
10000.00,2013-01-03,small_business,595,2.54%,302xx,GA,< 1 year,0
1000.00,2013-01-03,debt_consolidation,657,19.72%,124xx,NY,< 1 year,0
15000.00,2013-01-03,debt_consolidation,652,191.5%,785xx,TX,< 1 year,0
35000.00,2013-01-03,debt_consolidation,683,29.96%,310xx,GA,< 1 year,0
2500.00,2013-01-03,debt_consolidation,620,31.74%,320xx,FL,< 1 year,0
6000.00,2013-01-03,car,545,0%,724xx,AR,< 1 year,0
1500.00,2013-01-03,other,651,46.2%,307xx,GA,< 1 year,0
6000.00,2013-01-03,major_purchase,642,19.32%,472xx,IN,< 1 year,0
8000.00,2013-01-03,debt_consolidation,655,13.08%,023xx,MA,< 1 year,0
20000.00,2013-01-03,credit_card,759,32.16%,402xx,KY,< 1 year,0
15000.00,2013-01-03,debt_consolidation,673,59.07%,865xx,AZ,< 1 year,0
35000.00,2013-01-03,debt_consolidation,670,47.25%,488xx,MI,< 1 year,0
20000.00,2013-01-03,debt_consolidation,645,16.64%,933xx,CA,< 1 year,0
30000.00,2013-01-03,debt_consolidation,681,56.3%,150xx,PA,< 1 year,0
3500.00,2013-01-03,debt_consolidation,678,12%,021xx,MA,< 1 year,0
2950.00,2013-01-03,debt_consolidation,644,20.63%,851xx,AZ,< 1 year,0
35000.00,2013-01-03,debt_consolidation,653,1.05%,077xx,NJ,< 1 year,0
5500.00,2013-01-03,debt_consolidation,590,9.83%,452xx,OH,< 1 year,0
19000.00,2013-01-03,debt_consolidation,664,41.2%,403xx,KY,< 1 year,0
3000.00,2013-01-03,other,563,11.7%,303xx,GA,< 1 year,0
8000.00,2013-01-03,debt_consolidation,649,17.47%,490xx,MI,< 1 year,0
1000.00,2013-01-03,other,564,29.85%,336xx,FL,< 1 year,0
10000.00,2013-01-03,debt_consolidation,0,-1%,346xx,FL,< 1 year,0
2500.00,2013-01-03,other,617,19.75%,746xx,OK,< 1 year,0
1000.00,2013-01-03,medical,618,46.22%,712xx,LA,< 1 year,0
10000.00,2013-01-03,debt_consolidation,694,57.63%,405xx,KY,< 1 year,0
15000.00,2013-01-03,other,684,14.58%,153xx,PA,< 1 year,0
16000.00,2013-01-03,debt_consolidation,662,63.96%,136xx,NY,< 1 year,0
5000.00,2013-01-03,debt_consolidation,619,21.8%,317xx,GA,< 1 year,0
15000.00,2013-01-03,debt_consolidation,670,22.69%,454xx,OH,< 1 year,0
5000.00,2013-01-03,small_business,658,7.76%,610xx,IL,< 1 year,0
7000.00,2013-01-03,debt_consolidation,644,25.04%,782xx,TX,< 1 year,0
2000.00,2013-01-03,other,663,42.63%,606xx,IL,< 1 year,0
20000.00,2013-01-03,debt_consolidation,676,37.2%,322xx,FL,< 1 year,0
24000.00,2013-01-03,credit_card,678,41.24%,959xx,CA,< 1 year,0
4475.00,2013-01-03,Consolidation,677,33.31%,327xx,FL,8 years,0
3000.00,2013-01-03,debt_consolidation,536,1.06%,109xx,NY,< 1 year,0
20000.00,2013-01-03,debt_consolidation,669,87.95%,544xx,WI,10+ years,0
2500.00,2013-01-03,debt_consolidation,550,35.3%,850xx,AZ,< 1 year,0
35000.00,2013-01-03,credit_card,694,38.66%,183xx,PA,< 1 year,0
30000.00,2013-01-03,house,0,2.71%,150xx,PA,< 1 year,0
5000.00,2013-01-03,wedding,543,24.91%,485xx,MI,< 1 year,0
35000.00,2013-01-03,debt_consolidation,557,8.03%,158xx,PA,< 1 year,0
25000.00,2013-01-03,debt_consolidation,690,28.24%,493xx,MI,< 1 year,0
10000.00,2013-01-03,debt_consolidation,659,18.16%,626xx,IL,< 1 year,0
20000.00,2013-01-03,home_improvement,652,6.9%,662xx,KS,< 1 year,0
13450.00,2013-01-03,debt_consolidation,673,34.22%,364xx,AL,5 years,0
2175.00,2013-01-03,major_purchase,563,11.13%,922xx,AK,< 1 year,0
20000.00,2013-01-03,debt_consolidation,646,9.81%,070xx,NJ,< 1 year,0
13000.00,2013-01-03,debt_consolidation,689,6.2%,166xx,PA,< 1 year,0
3000.00,2013-01-03,moving,0,0%,337xx,FL,< 1 year,0
20000.00,2013-01-03,home_improvement,0,0%,329xx,FL,< 1 year,0
4500.00,2013-01-03,debt_consolidation,554,18.91%,750xx,TX,< 1 year,0
10000.00,2013-01-03,debt_consolidation,638,6.09%,874xx,NM,< 1 year,0
15000.00,2013-01-03,home_improvement,657,7.3%,080xx,NJ,< 1 year,0
1000.00,2013-01-03,other,0,0%,937xx,CA,< 1 year,0
10000.00,2013-01-03,debt_consolidation,656,20.6%,442xx,OH,< 1 year,0
18000.00,2013-01-03,debt_consolidation,649,11.73%,913xx,CA,< 1 year,0
10000.00,2013-01-03,debt_consolidation,657,14.25%,115xx,NY,< 1 year,0
32000.00,2013-01-03,debt_consolidation,675,25.92%,234xx,VA,< 1 year,0
25000.00,2013-01-03,debt_consolidation,669,37.19%,136xx,NY,< 1 year,0
2000.00,2013-01-03,other,679,59.07%,132xx,NY,< 1 year,0
5000.00,2013-01-03,other,630,12.6%,919xx,CA,< 1 year,0
4000.00,2013-01-03,moving,520,0.41%,932xx,CA,< 1 year,0
2000.00,2013-01-03,debt_consolidation,572,32.59%,300xx,GA,< 1 year,0
5000.00,2013-01-03,home_improvement,619,46.8%,740xx,OK,< 1 year,0
5000.00,2013-01-03,debt_consolidation,674,37.94%,480xx,MI,< 1 year,0
10000.00,2013-01-03,credit_card,664,41.75%,606xx,IL,< 1 year,0
3000.00,2013-01-03,other,597,17.97%,853xx,AZ,7 years,0
29000.00,2013-01-03,credit_card,705,23.76%,062xx,CT,< 1 year,0
30000.00,2013-01-03,home_improvement,614,10.05%,301xx,GA,< 1 year,0
5000.00,2013-01-03,home_improvement,631,0%,062xx,CT,8 years,0
7000.00,2013-01-03,other,584,2.06%,062xx,CT,< 1 year,0
3000.00,2013-01-03,house,639,22.53%,052xx,VT,< 1 year,0
30000.00,2013-01-03,other,575,8.96%,121xx,NY,< 1 year,0
35000.00,2013-01-03,other,721,98.71%,758xx,TX,< 1 year,0
7700.00,2013-01-03,debt_consolidation,726,0.98%,334xx,FL,1 year,0
10000.00,2013-01-03,debt_consolidation,627,22.33%,201xx,VA,< 1 year,0
15000.00,2013-01-03,credit_card,633,27.15%,087xx,NJ,< 1 year,0
20000.00,2013-01-03,debt_consolidation,615,21.54%,190xx,PA,< 1 year,0
10000.00,2013-01-03,credit_card,674,44.8%,170xx,PA,< 1 year,0
33000.00,2013-01-03,debt_consolidation,692,151.97%,172xx,PA,< 1 year,0
1500.00,2013-01-03,debt_consolidation,574,2.55%,367xx,AL,7 years,0
34000.00,2013-01-03,small_business,580,26.04%,330xx,FL,< 1 year,0
25000.00,2013-01-03,debt_consolidation,721,19.65%,785xx,TX,< 1 year,0
12000.00,2013-01-03,home_improvement,678,35.07%,440xx,OH,< 1 year,0
28000.00,2013-01-03,other,600,6.73%,341xx,FL,< 1 year,0
35000.00,2013-01-03,home_improvement,706,49.97%,220xx,VA,< 1 year,0
35000.00,2013-01-03,major_purchase,655,11.6%,787xx,TX,< 1 year,0
35000.00,2013-01-03,debt_consolidation,606,11.33%,967xx,HI,< 1 year,0
16800.00,2013-01-03,Help us dig out!,671,23.93%,656xx,MO,n/a,0
35000.00,2013-01-03,debt_consolidation,676,59.71%,190xx,PA,< 1 year,0
15000.00,2013-01-03,small_business,625,6.8%,079xx,NJ,< 1 year,0
